DIGITAL_ID,AIR_QUALITY_INDEX,PM2_5,PM10,CO2_LEVEL_PPM,UV_INDEX,TEMPERATURE_C,HUMIDITY_PERCENT,NOISE_LEVEL_DB,POLLEN_COUNT,WEATHER,GREEN_SPACE_ACCESS,COMMUTE_TIME_MINUTES,POLLUTION_EXPOSURE_SCORE,ENVIRONMENTAL_RISK
103392,205,27.4,63.0,845,0.8,35.2,95,59.0,295,Rainy,Good,113,50.8,Moderate
103393,163,48.7,78.2,495,6.5,6.9,61,70.0,87,Sunny,Excellent,34,53.9,Moderate
103394,91,41.1,185.3,682,2.4,39.1,31,30.0,377,Rainy,Poor,84,66.4,Moderate
103395,148,59.0,170.0,830,3.3,42.7,83,67.0,4,Rainy,Moderate,12,51.1,Moderate
103396,127,41.9,,612,1.4,-3.1,77,89.0,143,Windy,Moderate,18,59.3,Moderate
103397,24,75.9,122.1,642,2.7,-2.0,70,48.0,116,Cloudy,Moderate,52,75.7,Low
103398,22,64.1,23.0,778,9.0,-0.5,48,88.0,270,Sunny,Excellent,88,78.4,Low
103399,212,148.1,53.8,435,7.0,33.8,38,97.0,498,Cloudy,Moderate,32,31.7,High
103400,151,13.1,112.0,365,10.4,4.5,64,39.0,204,Sunny,Excellent,10,61.7,Moderate
103401,123,25.6,28.1,1077,0.5,31.3,73,46.0,74,Rainy,Moderate,34,68.8,Moderate
103402,246,12.7,187.1,977,8.7,17.1,99,58.0,79,Sunny,Excellent,8,39.0,High
103403,243,95.7,160.8,467,7.7,36.8,85,35.0,17,Cloudy,Moderate,104,33.2,High
103404,83,12.9,208.2,619,,35.4,91,95.0,216,Sunny,Moderate,71,63.6,Moderate
103405,125,126.3,155.6,744,8.0,43.0,32,92.0,430,Sunny,Good,14,45.4,High
103406,117,79.2,207.5,511,7.9,7.6,84,60.0,101,Foggy,Good,106,53.1,Moderate
103407,236,81.4,126.4,1049,5.1,6.5,31,54.0,487,Foggy,Excellent,31,36.0,High
103408,29,86.4,136.0,453,7.6,-3.4,90,50.0,131,Cloudy,Poor,86,72.6,Moderate
103409,168,29.8,215.2,1002,4.9,15.5,33,45.0,308,Sunny,Excellent,49,50.9,Moderate
103410,147,33.7,144.8,516,3.7,18.0,61,33.0,57,Foggy,Good,79,59.0,Moderate
103411,65,51.2,16.5,649,5.1,43.2,95,75.0,111,Foggy,Good,104,73.8,Moderate
103412,238,91.1,162.0,377,9.8,36.5,67,37.0,84,Windy,Poor,108,34.4,High
103413,174,35.5,200.1,773,4.2,3.3,43,35.0,330,Cloudy,Moderate,39,50.9,Moderate
103414,85,21.9,177.1,1133,4.4,34.9,84,82.0,313,Sunny,Excellent,112,65.0,Moderate
103415,188,145.7,132.6,911,6.7,3.9,36,93.0,115,Sunny,Moderate,17,32.7,High
103416,131,8.2,151.0,505,8.3,-1.1,57,,314,Windy,Poor,59,59.9,Moderate
103417,32,121.4,217.9,673,8.1,36.9,47,92.0,161,Windy,Moderate,91,59.6,Moderate
103418,156,119.3,29.0,697,0.2,43.8,52,35.0,285,Cloudy,Good,47,52.7,Moderate
103419,183,48.1,,470,7.6,-0.6,43,91.0,437,Sunny,Good,77,44.7,High
103420,105,24.7,69.5,1001,5.0,35.7,89,62.0,323,Rainy,Excellent,72,68.5,Moderate
103421,109,26.1,144.4,877,5.8,38.0,23,31.0,205,Windy,Good,47,66.9,Moderate
103422,77,106.1,137.6,1170,6.2,0.9,52,70.0,330,Rainy,Moderate,44,59.5,Moderate
103423,73,98.2,42.2,910,8.0,9.2,29,45.0,67,Rainy,Moderate,118,68.5,Moderate
103424,31,118.5,53.4,513,9.1,31.7,55,,409,Sunny,Poor,35,68.7,Moderate
103425,228,140.9,140.5,411,7.1,35.4,96,38.0,386,Sunny,Moderate,7,31.2,High
103426,225,105.3,36.9,689,,12.7,92,98.0,247,Rainy,Excellent,104,35.2,High
103427,33,27.6,65.7,1015,4.1,3.0,50,39.0,56,Windy,Moderate,21,83.6,Low
103428,140,40.3,185.4,661,1.5,27.4,23,36.0,164,Sunny,Moderate,84,57.1,Moderate
103429,181,127.1,78.7,725,10.5,30.1,27,95.0,165,Sunny,Good,43,38.7,High
103430,200,35.3,112.5,695,5.1,20.2,46,49.0,296,Rainy,Moderate,70,49.2,High
103431,140,15.5,207.6,499,6.2,2.2,55,92.0,3,Cloudy,Excellent,73,53.4,Moderate
103432,39,107.0,57.7,934,8.3,37.2,28,33.0,409,Cloudy,Excellent,101,74.0,Moderate
103433,94,63.4,91.8,930,0.8,27.3,62,57.0,294,Rainy,Good,81,65.2,Moderate
103434,163,138.4,137.4,526,9.4,38.5,43,64.0,364,Snowy,Excellent,80,40.8,High
103435,242,99.3,168.6,703,8.8,41.6,56,31.0,105,Windy,Good,23,33.0,High
103436,89,18.1,199.3,863,8.5,35.3,60,70.0,107,Sunny,Good,26,64.8,Moderate
103437,75,142.4,202.2,658,0.2,42.9,45,57.0,169,Cloudy,Poor,108,53.6,Moderate
103438,230,42.5,173.1,468,5.8,42.7,23,30.0,266,Sunny,Poor,12,41.8,High
103439,120,53.9,57.9,868,0.6,26.0,20,56.0,266,Windy,Poor,112,63.4,Moderate
103440,205,63.3,15.2,1116,6.1,31.4,39,96.0,53,Windy,Poor,72,45.1,High
103441,151,12.4,90.6,827,7.9,30.0,64,68.0,485,Sunny,Poor,75,60.0,Moderate
103442,130,77.0,39.7,763,1.3,26.1,88,69.0,165,Sunny,Moderate,116,58.5,Moderate
103443,144,22.9,159.2,936,7.6,-4.0,71,57.0,253,Sunny,Poor,90,57.7,Moderate
103444,151,63.1,148.8,700,4.9,12.8,83,53.0,275,Rainy,Moderate,22,52.5,Moderate
103445,39,55.9,19.2,855,8.9,0.0,40,80.0,153,Sunny,Moderate,10,77.3,Low
103446,157,117.1,185.7,544,5.9,10.0,99,85.0,127,Rainy,Excellent,118,39.9,High
103447,43,121.5,62.2,536,3.7,-1.6,91,55.0,485,Rainy,Moderate,8,69.1,Moderate
103448,246,27.2,100.8,799,,41.0,95,81.0,75,Rainy,Poor,45,39.3,High
103449,173,58.1,150.3,845,9.9,17.6,44,35.0,374,Windy,Good,113,50.9,Moderate
103450,56,,100.2,864,5.0,4.5,86,88.0,220,Cloudy,Excellent,55,69.0,Moderate
103451,249,27.0,102.7,1045,4.5,24.2,45,41.0,269,Foggy,Good,16,42.7,High
103452,232,,23.8,1196,0.4,4.8,46,92.0,433,Sunny,Moderate,116,33.4,High
103453,73,107.5,94.3,622,4.0,35.2,71,65.0,122,Sunny,Moderate,41,62.7,Moderate
103454,122,32.6,170.6,401,9.3,10.3,82,38.0,24,Cloudy,Good,6,61.8,Moderate
103455,168,58.2,202.2,612,8.4,10.7,64,96.0,438,Rainy,Good,7,43.1,High
103456,221,20.3,96.8,717,2.4,38.5,77,58.0,434,Sunny,Poor,49,47.1,High
103457,57,96.1,99.0,482,4.5,23.0,57,37.0,105,Cloudy,Moderate,89,69.6,Moderate
103458,193,22.6,157.6,574,2.2,39.4,54,72.0,105,Sunny,Good,43,47.5,High
103459,23,148.0,208.0,659,10.5,15.6,65,64.0,102,Windy,Moderate,81,61.3,Moderate
103460,207,118.2,,922,6.6,12.2,90,51.0,473,Cloudy,Good,116,40.2,High
103461,76,61.6,102.4,365,8.3,20.3,22,95.0,265,Rainy,Good,58,64.3,Moderate
103462,192,88.9,177.2,1090,7.9,-1.9,25,50.0,13,Foggy,Poor,82,40.9,High
103463,39,137.1,138.0,544,9.6,2.7,32,70.0,132,Snowy,Poor,98,62.6,Moderate
103464,36,85.3,33.2,1112,10.4,6.0,65,70.0,440,Cloudy,Good,22,74.6,Moderate
103465,138,30.3,141.8,792,0.4,35.8,98,78.0,21,Cloudy,Excellent,17,56.6,Moderate
103466,90,59.9,49.2,652,10.7,31.7,52,33.0,74,Rainy,Excellent,18,70.9,Moderate
103467,23,127.3,117.1,397,9.6,4.7,98,94.0,284,Sunny,Poor,45,65.3,Moderate
103468,240,98.4,121.1,1096,4.2,8.8,81,39.0,390,Sunny,Poor,44,35.0,High
103469,33,99.4,194.0,470,9.2,42.2,82,96.0,243,Sunny,Good,93,62.8,Moderate
103470,22,130.7,107.1,848,8.1,-0.7,75,39.0,255,Snowy,Good,105,71.1,Moderate
103471,235,134.6,68.7,1181,8.7,22.4,58,46.0,145,Sunny,Good,95,33.5,High
103472,248,138.4,58.5,911,2.4,21.1,79,96.0,414,Sunny,Poor,91,26.2,High
103473,99,18.8,193.6,818,7.1,31.3,97,82.0,426,Sunny,Good,75,62.0,Moderate
103474,205,83.9,45.9,390,0.3,8.1,43,64.0,211,Rainy,Good,52,44.3,High
103475,74,112.4,99.4,805,9.3,41.7,69,33.0,248,Rainy,Moderate,14,64.9,Moderate
103476,151,114.8,49.3,883,10.5,15.5,52,97.0,34,Rainy,Good,93,46.9,High
103477,139,93.0,172.4,720,7.3,9.3,95,40.0,326,Sunny,Good,58,51.2,Moderate
103478,43,29.2,109.6,531,5.6,11.8,93,73.0,252,Foggy,Good,39,76.0,Low
103479,181,,,866,8.0,12.4,26,89.0,349,Cloudy,Moderate,28,39.9,High
103480,177,109.4,85.8,1006,3.6,4.9,65,99.0,259,Cloudy,Moderate,53,40.8,High
103481,101,17.5,189.0,939,6.9,41.4,81,91.0,306,Foggy,Good,46,61.2,Moderate
103482,166,72.3,126.3,580,7.9,3.7,20,61.0,349,Foggy,Excellent,79,49.0,High
103483,178,30.2,160.8,1158,1.6,39.1,98,75.0,285,Rainy,Good,88,48.8,High
103484,207,53.9,198.4,697,1.5,15.2,84,52.0,349,Foggy,Excellent,78,41.2,High
103485,79,7.6,199.4,828,7.9,8.5,64,66.0,180,Cloudy,Excellent,54,68.3,Moderate
103486,166,63.0,,558,4.7,4.9,74,87.0,209,Sunny,Moderate,25,49.9,High
103487,68,84.7,210.0,1024,9.8,20.2,85,72.0,490,Sunny,Poor,32,59.9,Moderate
103488,82,94.8,15.2,1029,3.4,28.5,86,44.0,109,Cloudy,Moderate,96,68.7,Moderate
103489,129,101.2,89.1,627,0.5,39.9,99,96.0,329,Rainy,Moderate,59,50.6,Moderate
103490,230,126.3,198.1,1098,7.1,27.6,73,31.0,141,Cloudy,Moderate,31,30.4,High
103491,169,36.2,67.7,1037,7.5,19.2,82,,163,Windy,Poor,101,58.5,Moderate
103492,171,22.5,67.3,402,6.1,-3.3,73,82.0,86,Cloudy,Moderate,72,55.0,Moderate
103493,128,128.5,73.6,359,7.5,40.8,71,74.0,139,Sunny,Moderate,103,50.5,Moderate
103494,95,27.7,138.6,1007,5.8,40.1,73,70.0,331,Sunny,Good,88,65.6,Moderate
103495,49,146.3,102.0,1088,7.6,13.9,86,92.0,161,Foggy,Excellent,10,59.3,Moderate
103496,77,127.2,162.6,1097,0.5,-3.5,56,61.0,25,Windy,Good,62,56.6,Moderate
103497,249,77.6,197.9,813,4.1,31.7,31,31.0,133,Rainy,Poor,10,32.9,High
103498,136,147.3,151.6,1103,2.3,34.6,78,39.0,356,Windy,Moderate,64,46.4,High
103499,178,19.1,52.9,1166,1.1,22.1,39,72.0,114,Windy,Excellent,85,55.8,Moderate
103500,119,48.9,205.9,932,2.6,15.1,51,72.0,180,Foggy,Moderate,23,55.2,Moderate
103501,211,,65.5,507,2.1,37.6,90,96.0,398,Cloudy,Good,117,37.4,High
103502,38,55.8,41.5,368,10.7,4.6,63,52.0,361,Cloudy,Poor,65,79.2,Low
103503,195,139.6,28.9,404,3.2,17.0,85,89.0,358,Sunny,Excellent,21,37.8,High
103504,192,14.5,128.3,1076,2.5,-3.8,97,35.0,146,Foggy,Moderate,53,53.8,Moderate
103505,247,84.7,33.9,1070,9.2,3.2,74,42.0,359,Foggy,Moderate,7,39.5,High
103506,113,90.7,39.1,370,4.6,42.0,35,50.0,430,Snowy,Poor,114,61.8,Moderate
103507,202,99.6,73.0,631,4.6,23.9,90,87.0,214,Cloudy,Moderate,38,39.3,High
103508,132,42.1,69.1,1110,4.9,35.3,87,57.0,483,Cloudy,Poor,66,62.0,Moderate
103509,202,57.9,136.9,889,4.6,19.3,71,99.0,76,Cloudy,Excellent,64,39.9,High
103510,244,127.3,181.5,766,3.6,36.7,56,37.0,94,Sunny,Excellent,72,28.0,High
103511,165,33.3,169.9,1157,3.1,21.9,65,87.0,444,Cloudy,Good,91,49.1,High
103512,82,124.9,65.1,1072,9.7,-4.8,60,69.0,484,Sunny,Moderate,86,60.1,Moderate
103513,135,86.6,61.5,634,1.8,40.0,24,30.0,217,Foggy,Good,38,59.2,Moderate
103514,132,115.5,212.8,881,2.0,2.4,85,94.0,362,Cloudy,Good,33,42.3,High
103515,239,108.5,11.7,881,6.3,17.5,24,39.0,367,Foggy,Moderate,64,39.5,High
103516,66,35.1,194.7,860,3.8,18.8,82,89.0,51,Rainy,Moderate,48,65.3,Moderate
103517,222,87.5,51.9,1191,4.6,-2.6,22,98.0,273,Sunny,Good,19,37.1,High
103518,76,130.8,208.9,745,8.9,-2.3,27,49.0,443,Sunny,Excellent,49,55.3,Moderate
103519,137,67.7,81.9,469,9.9,33.1,45,91.0,174,Foggy,Poor,79,54.0,Moderate
103520,64,145.2,102.5,446,8.7,10.0,93,42.0,312,Snowy,Moderate,107,61.7,Moderate
103521,180,70.6,158.5,469,2.6,15.5,72,87.0,32,Sunny,Good,13,42.5,High
103522,164,25.7,133.4,886,10.8,23.2,95,66.0,359,Sunny,Moderate,115,54.1,Moderate
103523,217,61.5,76.8,502,4.0,13.7,48,39.0,415,Rainy,Good,39,45.8,High
103524,23,143.0,126.3,594,1.9,33.8,33,32.0,131,Sunny,Good,14,69.2,Moderate
103525,167,51.4,163.4,1121,5.5,39.2,24,63.0,424,Sunny,Good,108,49.3,High
103526,66,130.9,18.9,865,8.0,-2.0,46,63.0,274,Rainy,Poor,42,65.2,Moderate
103527,238,132.8,,742,0.9,26.8,87,,6,Rainy,Poor,33,34.7,High
103528,162,55.8,106.2,492,7.0,10.9,48,66.0,494,Cloudy,Excellent,50,52.2,Moderate
103529,217,17.1,37.7,853,9.4,24.2,22,97.0,226,Foggy,Excellent,74,47.3,High
103530,66,110.1,149.5,1143,2.9,19.2,49,63.0,254,Rainy,Good,87,61.1,Moderate
103531,97,50.2,55.0,1196,7.6,11.7,28,61.0,281,Windy,Moderate,94,67.7,Moderate
103532,143,118.5,100.9,569,4.4,-0.3,20,87.0,235,Sunny,Excellent,77,46.3,High
103533,94,69.2,51.5,1188,4.6,23.0,42,53.0,342,Sunny,Moderate,109,66.9,Moderate
103534,122,75.4,125.2,509,3.1,0.6,86,38.0,353,Sunny,Good,120,58.9,Moderate
103535,156,117.8,34.4,425,6.9,2.8,51,70.0,434,Sunny,Moderate,116,49.1,High
103536,109,60.4,14.9,960,4.0,44.1,25,53.0,183,Foggy,Good,49,67.1,Moderate
103537,163,69.3,20.7,1041,9.1,10.8,96,54.0,198,Foggy,Poor,81,55.9,Moderate
103538,88,59.5,210.4,988,10.6,24.2,68,65.0,202,Snowy,Excellent,94,60.0,Moderate
103539,80,58.3,39.9,381,10.3,8.6,34,37.0,434,Cloudy,Moderate,112,72.9,Moderate
103540,157,81.3,158.8,1126,1.8,38.3,77,88.0,135,Snowy,Moderate,57,45.2,High
103541,69,122.3,24.3,683,0.2,9.2,72,64.0,396,Cloudy,Moderate,88,65.3,Moderate
103542,22,57.5,32.7,874,4.8,13.3,49,67.0,287,Sunny,Good,6,80.8,Low
103543,224,81.0,116.9,789,8.0,25.4,95,61.0,488,Cloudy,Excellent,8,38.0,High
103544,126,102.3,107.6,701,10.8,38.5,59,80.0,289,Rainy,Moderate,75,51.7,Moderate
103545,132,44.1,209.8,688,8.6,35.8,78,57.0,145,Sunny,Moderate,23,54.8,Moderate
103546,113,45.2,208.4,749,6.4,8.2,82,85.0,206,Sunny,Excellent,103,55.3,Moderate
103547,137,140.3,173.7,745,0.3,36.5,67,37.0,54,Sunny,Good,15,46.1,High
103548,217,109.9,136.4,551,9.1,30.1,87,70.0,298,Rainy,Excellent,87,33.9,High
103549,100,88.7,105.5,879,1.9,44.5,26,52.0,407,Sunny,Moderate,36,60.9,Moderate
103550,128,98.9,84.8,442,0.6,41.8,66,83.0,494,Rainy,Moderate,18,52.6,Moderate
103551,70,9.2,208.9,1141,9.4,21.7,62,52.0,404,Cloudy,Moderate,53,70.7,Moderate
103552,166,94.6,136.6,707,6.2,32.5,35,61.0,401,Cloudy,Good,73,45.8,High
103553,189,78.9,131.6,745,1.4,23.5,41,39.0,397,Windy,Excellent,29,46.0,High
103554,54,84.1,58.7,1177,4.3,24.7,82,64.0,249,Cloudy,Moderate,18,70.9,Moderate
103555,65,57.1,19.8,409,0.9,0.1,65,92.0,436,Cloudy,Good,43,71.3,Moderate
103556,173,16.8,208.5,826,7.0,-4.9,64,96.0,274,Windy,Excellent,16,46.8,High
103557,88,33.0,75.9,1075,3.1,-2.6,60,65.0,204,Cloudy,Moderate,53,69.9,Moderate
103558,112,142.9,102.9,961,9.5,43.3,44,78.0,312,Windy,Good,88,49.7,High
103559,83,64.3,34.1,350,3.9,1.3,69,75.0,191,Cloudy,Moderate,22,68.1,Moderate
103560,184,72.7,185.8,904,5.4,-2.8,86,56.0,335,Sunny,Excellent,5,43.3,High
103561,231,12.6,15.8,660,0.7,10.5,71,,1,Rainy,Good,111,50.1,Moderate
103562,68,10.4,185.1,517,3.0,24.4,50,63.0,184,Sunny,Good,8,71.0,Moderate
103563,168,,39.5,541,7.4,42.4,56,88.0,161,Sunny,Moderate,16,45.9,High
103564,93,83.0,196.2,383,8.1,30.0,41,83.0,48,Sunny,Good,30,55.2,Moderate
103565,211,78.8,163.3,383,2.7,8.8,46,95.0,89,Sunny,Moderate,36,34.9,High
103566,24,40.3,44.6,1037,5.5,42.0,21,59.0,437,Rainy,Good,105,82.7,Low
103567,119,113.0,128.8,766,9.0,-3.2,41,52.0,250,Windy,Excellent,83,53.4,Moderate
103568,89,29.4,75.7,1057,4.2,44.0,72,38.0,21,Windy,Good,56,72.9,Moderate
103569,109,32.5,47.4,507,1.5,-2.1,36,84.0,211,Sunny,Poor,103,65.7,Moderate
103570,23,71.8,190.4,1106,4.8,32.7,75,30.0,476,Rainy,Good,94,74.7,Moderate
103571,145,46.5,94.7,849,6.6,-2.7,50,85.0,465,Sunny,Moderate,19,55.1,Moderate
103572,58,40.9,93.7,715,0.1,41.6,62,68.0,476,Rainy,Poor,12,73.2,Moderate
103573,182,98.6,45.7,689,3.8,0.4,91,47.0,233,Windy,Excellent,96,48.4,High
103574,148,99.4,90.4,684,6.7,-2.5,72,71.0,171,Sunny,Moderate,34,49.8,High
103575,43,124.6,193.0,932,10.5,39.5,24,94.0,90,Foggy,Good,58,58.3,Moderate
103576,76,65.6,86.3,676,4.5,-0.2,21,62.0,162,Windy,Good,111,67.9,Moderate
103577,119,15.6,209.8,463,1.8,34.9,78,59.0,284,Snowy,Good,112,60.3,Moderate
103578,89,44.7,208.7,1146,5.9,32.4,23,34.0,5,Rainy,Moderate,71,64.8,Moderate
103579,60,147.1,40.4,767,3.1,24.9,53,79.0,243,Snowy,Good,74,61.6,Moderate
103580,201,91.5,47.2,817,2.4,13.9,86,94.0,420,Foggy,Excellent,99,41.1,High
103581,193,107.9,191.2,492,6.5,40.8,92,39.0,378,Snowy,Excellent,94,38.9,High
103582,79,6.1,92.5,958,10.1,38.6,25,89.0,472,Cloudy,Excellent,12,71.5,Moderate
103583,127,80.1,10.9,658,9.2,16.3,77,56.0,340,Rainy,Poor,107,61.4,Moderate
103584,207,10.4,67.5,750,2.0,6.6,66,57.0,441,Sunny,Good,67,52.4,Moderate
103585,76,87.5,135.5,669,8.4,8.6,24,74.0,447,Foggy,Poor,97,61.6,Moderate
103586,50,138.5,177.8,561,2.5,6.0,80,81.0,158,Foggy,Moderate,21,57.4,Moderate
103587,103,145.4,38.0,666,3.2,22.1,75,95.0,122,Cloudy,Moderate,20,52.6,Moderate
103588,171,83.4,33.2,534,10.1,38.4,54,91.0,359,Snowy,Good,117,48.5,High
103589,236,71.4,203.6,554,10.0,33.7,32,89.0,433,Foggy,Good,49,29.9,High
103590,55,142.0,167.7,713,1.9,34.8,45,69.0,463,Sunny,Moderate,72,57.8,Moderate
103591,232,102.7,133.9,565,0.7,17.4,83,44.0,187,Rainy,Good,14,34.8,High
103592,177,14.4,171.5,595,3.2,11.1,98,36.0,13,Cloudy,Good,84,54.2,Moderate
103593,171,72.5,100.1,588,6.4,32.9,30,68.0,69,Snowy,Excellent,23,48.7,High
103594,127,39.8,169.3,1154,9.6,34.7,81,80.0,138,Cloudy,Poor,43,55.9,Moderate
103595,125,73.1,88.1,740,1.3,29.8,99,36.0,410,Rainy,Excellent,54,60.7,Moderate
103596,177,71.0,61.3,869,4.6,-3.4,66,41.0,357,Cloudy,Excellent,81,52.5,Moderate
103597,105,,163.1,939,3.0,24.5,89,43.0,324,Sunny,Moderate,64,57.9,Moderate
103598,239,56.7,98.1,1185,0.2,12.4,94,,78,Sunny,Excellent,72,39.0,High
103599,154,28.8,216.1,626,8.7,4.8,77,68.0,293,Sunny,Excellent,36,51.2,Moderate
103600,182,78.0,83.4,551,8.9,29.7,29,93.0,317,Sunny,Excellent,86,44.4,High
103601,202,125.4,203.6,563,2.4,8.4,35,41.0,436,Cloudy,Excellent,84,34.3,High
103602,239,101.3,205.9,955,1.7,40.6,31,63.0,79,Rainy,Good,93,28.2,High
103603,33,54.1,60.8,827,1.6,9.9,90,56.0,145,Sunny,Good,118,78.9,Low
103604,139,140.7,177.6,857,5.1,22.8,69,51.0,372,Rainy,Good,68,44.1,High
103605,157,137.3,100.9,424,2.7,36.4,34,47.0,224,Rainy,Good,84,45.5,High
103606,99,35.4,202.7,1018,5.6,15.1,78,75.0,226,Sunny,Good,90,60.3,Moderate
103607,163,10.7,104.5,1014,4.2,36.4,89,73.0,381,Cloudy,Moderate,28,56.9,Moderate
103608,201,112.5,166.3,491,2.3,31.2,81,47.0,179,Snowy,Good,32,37.3,High
103609,242,125.0,108.1,939,8.3,41.0,91,66.0,23,Sunny,Excellent,27,29.4,High
103610,125,145.3,57.8,671,1.7,11.3,81,36.0,98,Sunny,Poor,67,53.6,Moderate
103611,236,134.0,51.9,1043,8.8,0.3,69,97.0,390,Foggy,Moderate,60,29.1,High
103612,224,92.1,99.3,810,6.2,16.5,96,89.0,269,Rainy,Excellent,89,34.8,High
103613,89,81.9,168.7,1056,9.2,34.3,73,77.0,433,Cloudy,Poor,77,58.0,Moderate
103614,63,9.0,137.1,1019,0.1,17.5,73,80.0,93,Rainy,Moderate,70,72.7,Moderate
103615,92,40.8,154.6,495,8.2,8.1,47,81.0,279,Windy,Excellent,42,62.7,Moderate
103616,64,71.6,69.3,403,0.6,-3.6,70,81.0,462,Windy,Poor,32,68.3,Moderate
103617,247,96.1,111.1,705,,10.7,93,83.0,268,Sunny,Good,30,30.2,High
103618,203,85.8,19.3,626,7.7,30.7,52,70.0,146,Cloudy,Poor,64,45.2,High
103619,126,112.7,181.7,1170,3.5,2.4,20,71.0,284,Rainy,Excellent,64,47.6,High
103620,103,45.6,217.9,944,3.5,12.0,88,51.0,21,Sunny,Excellent,95,60.0,Moderate
103621,101,86.9,95.4,749,9.5,-4.0,20,68.0,1,Foggy,Moderate,59,59.8,Moderate
103622,126,17.8,12.3,1017,9.9,31.1,74,52.0,102,Cloudy,Excellent,29,69.4,Moderate
103623,204,65.0,45.7,865,9.8,39.0,64,77.0,460,Cloudy,Excellent,25,45.5,High
103624,40,113.8,147.0,848,8.9,23.4,92,62.0,35,Foggy,Moderate,106,65.6,Moderate
103625,215,105.5,138.5,660,9.0,-3.7,99,70.0,293,Sunny,Excellent,29,34.7,High
103626,197,148.6,175.5,620,6.3,5.9,59,59.0,273,Sunny,Poor,62,32.0,High
103627,180,45.3,63.3,925,0.3,16.9,80,76.0,50,Rainy,Good,42,51.4,Moderate
103628,238,77.2,170.4,798,1.0,24.4,55,86.0,142,Cloudy,Poor,50,30.8,High
103629,26,52.8,154.5,461,7.1,19.8,43,86.0,383,Snowy,Good,79,72.7,Moderate
103630,89,68.9,77.8,588,4.4,40.8,99,91.0,482,Sunny,Good,96,62.7,Moderate
103631,146,129.3,124.6,493,6.2,41.9,33,86.0,435,Cloudy,Good,117,43.4,High
103632,162,104.2,40.9,723,,0.4,94,97.0,16,Sunny,Moderate,104,46.6,High
103633,229,133.0,105.0,369,7.1,1.9,20,54.0,367,Rainy,Good,8,32.2,High
103634,179,,195.1,925,2.7,12.9,66,69.0,76,Sunny,Good,23,47.0,High
103635,222,131.6,98.5,638,5.1,16.1,95,46.0,277,Cloudy,Excellent,66,34.7,High
103636,167,13.7,186.3,942,5.3,24.3,40,77.0,122,Windy,Excellent,28,51.3,Moderate
103637,235,133.8,134.0,546,2.0,33.7,92,68.0,437,Foggy,Good,90,28.1,High
103638,162,52.7,50.3,731,9.6,1.8,58,44.0,435,Rainy,Moderate,59,57.6,Moderate
103639,195,50.6,132.0,930,5.8,35.1,22,46.0,487,Cloudy,Good,116,47.6,High
103640,218,79.3,116.3,1047,9.5,25.5,35,64.0,383,Rainy,Good,29,39.0,High
103641,168,141.4,93.7,1028,2.9,44.0,87,62.0,468,Rainy,Poor,76,41.9,High
103642,189,11.9,35.1,1066,1.9,27.6,45,47.0,345,Windy,Moderate,119,58.1,Moderate
103643,173,56.1,97.5,841,0.2,30.8,73,59.0,173,Windy,Poor,88,51.4,Moderate
103644,139,129.2,25.3,513,1.0,4.8,32,66.0,131,Foggy,Poor,69,51.6,Moderate
103645,147,62.4,30.7,955,1.6,33.4,80,36.0,262,Windy,Excellent,72,60.9,Moderate
103646,161,33.9,97.3,598,0.9,-1.0,39,57.0,393,Sunny,Poor,16,56.4,Moderate
103647,76,66.6,74.1,417,9.9,27.8,46,47.0,270,Rainy,Excellent,29,69.9,Moderate
103648,184,60.9,204.4,370,10.0,-2.2,21,76.0,409,Windy,Poor,25,41.8,High
103649,77,137.7,88.9,1180,10.3,0.8,29,52.0,207,Windy,Good,23,60.0,Moderate
103650,40,115.5,169.2,861,10.6,0.4,79,49.0,295,Foggy,Good,102,65.6,Moderate
103651,101,78.2,121.4,946,,-2.4,38,60.0,225,Cloudy,Moderate,74,60.4,Moderate
103652,88,148.3,157.9,739,5.8,11.1,34,43.0,188,Rainy,Poor,56,54.2,Moderate
103653,150,72.5,64.6,885,1.4,44.7,66,52.0,464,Sunny,Moderate,58,55.9,Moderate
103654,106,13.4,207.8,460,1.5,12.4,43,31.0,357,Rainy,Good,39,65.8,Moderate
103655,237,43.0,121.3,944,8.5,33.0,35,58.0,143,Cloudy,Excellent,7,40.3,High
103656,184,68.2,184.6,809,9.4,1.6,79,79.0,353,Foggy,Moderate,37,41.6,High
103657,235,27.8,86.7,427,8.6,17.7,99,88.0,250,Foggy,Excellent,77,41.2,High
103658,68,142.4,31.0,783,9.2,4.3,68,62.0,375,Snowy,Moderate,11,62.9,Moderate
103659,166,116.2,151.5,729,3.0,4.6,23,77.0,476,Sunny,Good,109,40.9,High
103660,134,43.9,11.6,1001,5.1,-0.0,85,73.0,244,Cloudy,Good,31,62.7,Moderate
103661,108,90.7,109.8,789,5.1,16.6,68,41.0,17,Rainy,Moderate,5,60.1,Moderate
103662,104,109.6,50.5,1132,10.9,-1.2,50,71.0,202,Sunny,Moderate,44,58.5,Moderate
103663,147,141.5,141.7,688,10.4,40.5,85,64.0,203,Sunny,Poor,22,43.1,High
103664,159,132.8,215.7,773,6.6,17.4,73,70.0,484,Windy,Good,39,37.7,High
103665,208,79.7,107.5,518,1.5,36.9,21,84.0,1,Sunny,Poor,85,39.2,High
103666,188,117.3,181.7,1058,2.8,44.0,80,42.0,437,Sunny,Poor,43,38.8,High
