DIGITAL_ID,INDOOR_TEMPERATURE_C,INDOOR_HUMIDITY_PERCENT,INDOOR_AQI,INDOOR_CO2_PPM,BEDROOM_NOISE_DB,BEDROOM_LIGHT_LUX,SMART_LIGHTING_HOURS,HVAC_USAGE_HOURS,WATER_CONSUMPTION_LITERS,ENERGY_CONSUMPTION_KWH,SMARTWATCH_CONNECTED,SMART_SCALE_WEIGHT_KG,AIR_PURIFIER,SLEEP_ENVIRONMENT_SCORE,SMART_HOME_STATUS
101072,24.4,48,26,819.0,36.0,119,2.9,9.2,318.6,,Yes,95.7,Yes,61.5,Fair
101073,23.2,62,59,615.0,42.0,37,9.2,0.4,176.5,21.9,Yes,57.9,Yes,89.6,Excellent
101074,19.2,57,131,1108.0,29.0,2,12.4,2.3,218.1,26.6,Yes,80.7,Yes,93.1,Excellent
101075,26.0,60,99,950.0,49.0,112,10.2,14.6,118.5,15.1,No,73.7,No,53.8,Fair
101076,21.5,50,96,1365.0,38.0,98,6.6,8.7,173.7,8.5,Yes,67.7,Yes,69.9,Fair
101077,18.3,63,15,1232.0,45.0,64,3.5,2.6,151.0,11.3,Yes,55.9,No,67.4,Fair
101078,21.7,44,64,1079.0,45.0,34,11.8,8.4,246.7,25.7,Yes,93.0,No,83.2,Good
101079,27.5,43,111,886.0,30.0,35,13.3,4.6,345.4,6.1,Yes,59.4,Yes,80.0,Good
101080,25.6,48,38,1022.0,39.0,37,6.7,4.0,294.0,19.6,Yes,39.1,No,75.8,Good
101081,22.0,44,120,618.0,64.0,38,10.7,17.2,107.6,2.4,Yes,58.9,No,74.6,Good
101082,22.0,35,19,1120.0,23.0,118,6.9,6.5,223.3,8.9,Yes,47.6,Yes,77.6,Good
101083,22.0,38,100,780.0,66.0,24,8.0,0.8,69.9,18.6,Yes,82.0,No,80.5,Good
101084,29.2,66,38,486.0,31.0,63,12.0,17.5,124.1,14.8,Yes,90.4,No,63.2,Fair
101085,24.1,49,54,1214.0,,103,3.0,14.3,101.7,15.8,Yes,52.0,Yes,61.1,Fair
101086,24.3,63,60,810.0,29.0,12,8.4,4.6,150.7,20.5,Yes,81.1,No,95.0,Excellent
101087,26.1,67,110,1090.0,41.0,67,4.6,7.4,253.6,8.6,Yes,45.2,No,67.3,Fair
101088,23.7,55,137,1412.0,26.0,69,6.1,15.5,199.8,9.9,No,85.2,Yes,82.9,Good
101089,22.2,47,20,924.0,43.0,74,9.7,6.4,329.9,21.2,Yes,51.0,Yes,75.9,Good
101090,22.4,57,91,846.0,21.0,0,2.3,10.2,113.8,17.1,Yes,70.1,No,100.0,Excellent
101091,22.8,38,137,699.0,51.0,71,9.1,9.6,159.3,2.4,Yes,84.9,No,74.9,Good
101092,22.9,61,15,807.0,40.0,53,5.4,7.2,149.0,,Yes,75.5,No,86.0,Excellent
101093,25.2,35,76,774.0,26.0,97,10.0,11.5,120.8,19.4,Yes,76.1,Yes,72.0,Good
101094,23.2,43,71,632.0,27.0,103,3.7,8.5,348.0,4.2,Yes,67.9,No,78.4,Good
101095,25.2,57,142,1037.0,57.0,115,10.8,0.4,166.2,22.9,Yes,78.9,No,49.6,Poor
101096,22.8,53,146,1049.0,40.0,8,9.7,14.7,332.2,16.6,Yes,69.1,Yes,91.4,Excellent
101097,23.2,42,37,1360.0,27.0,35,13.7,2.0,167.1,7.7,No,76.2,No,92.4,Excellent
101098,17.0,41,47,1472.0,,112,12.9,8.4,111.2,17.7,Yes,50.2,No,55.5,Fair
101099,25.7,48,52,585.0,47.0,102,5.4,10.4,85.8,18.7,Yes,65.4,No,53.2,Fair
101100,24.0,50,126,477.0,47.0,105,2.3,12.7,306.7,27.8,Yes,69.2,Yes,56.6,Fair
101101,26.0,56,55,593.0,50.0,36,9.9,7.4,59.6,22.8,Yes,63.4,Yes,69.4,Fair
101102,16.0,48,58,686.0,55.0,105,9.2,13.2,339.3,10.5,Yes,71.6,No,39.2,Poor
101103,29.3,53,48,649.0,44.0,58,2.3,2.4,175.5,5.3,No,63.9,No,59.4,Fair
101104,22.6,55,80,935.0,60.0,107,3.5,11.8,124.2,25.9,Yes,64.5,No,56.4,Fair
101105,26.3,57,136,699.0,56.0,20,9.0,14.9,235.2,25.7,Yes,60.7,Yes,72.3,Good
101106,19.9,47,10,1208.0,57.0,19,12.9,16.0,89.9,6.9,Yes,88.4,Yes,77.4,Good
101107,24.8,65,145,857.0,31.0,101,12.9,10.4,71.6,3.7,No,102.0,No,68.4,Fair
101108,19.8,58,78,,56.0,0,3.8,5.6,298.3,21.9,Yes,77.8,No,83.1,Good
101109,21.1,46,39,1117.0,,98,6.6,2.9,177.4,22.2,Yes,86.3,No,64.1,Fair
101110,28.7,33,124,439.0,50.0,58,2.5,6.2,205.5,7.0,Yes,79.5,No,59.5,Fair
101111,22.4,58,17,507.0,37.0,27,7.6,9.7,103.0,20.7,Yes,86.9,No,90.0,Excellent
101112,23.7,33,122,660.0,45.0,70,11.0,3.5,68.4,9.8,Yes,55.3,Yes,76.3,Good
101113,25.6,39,28,925.0,25.0,106,11.5,17.1,160.3,9.3,Yes,58.3,No,68.2,Fair
101114,24.5,54,68,1109.0,28.0,55,8.0,16.1,201.8,11.1,Yes,85.7,Yes,78.5,Good
101115,23.5,60,88,525.0,30.0,107,3.2,0.6,279.6,16.6,No,94.1,No,69.5,Fair
101116,24.1,32,45,1485.0,50.0,8,6.6,10.1,200.3,24.5,Yes,117.4,No,78.7,Good
101117,30.2,31,64,453.0,65.0,64,13.2,14.2,284.8,16.0,Yes,79.7,Yes,44.1,Poor
101118,22.8,54,53,,21.0,35,4.8,4.4,84.6,10.3,Yes,52.0,Yes,99.6,Excellent
101119,23.6,35,86,535.0,48.0,97,5.8,9.4,69.2,26.8,Yes,74.0,Yes,66.0,Fair
101120,26.2,55,87,729.0,65.0,33,11.0,7.3,97.7,3.5,Yes,84.3,Yes,63.5,Fair
101121,26.3,37,110,535.0,61.0,80,10.8,3.5,281.6,24.3,Yes,78.2,Yes,55.2,Fair
101122,26.6,64,39,1212.0,24.0,116,12.9,11.1,277.8,24.0,Yes,55.4,No,61.0,Fair
101123,24.9,56,48,1251.0,42.0,31,6.7,17.9,92.4,9.1,No,58.0,Yes,82.4,Good
101124,19.6,54,22,1270.0,55.0,65,8.2,6.6,59.3,7.6,No,49.4,No,69.6,Fair
101125,27.9,47,131,1291.0,26.0,99,7.6,9.9,255.6,26.5,Yes,79.7,Yes,63.2,Fair
101126,19.6,30,121,1034.0,,24,13.1,5.9,306.6,17.6,Yes,58.1,No,88.9,Excellent
101127,23.9,68,54,1068.0,61.0,106,11.2,15.8,276.2,3.3,No,88.9,No,53.7,Fair
101128,20.7,32,128,1440.0,29.0,50,12.0,15.6,110.8,26.9,Yes,79.4,Yes,87.2,Excellent
101129,22.8,33,44,668.0,55.0,62,3.6,3.2,225.1,11.8,Yes,77.8,No,66.1,Fair
101130,24.0,70,16,1260.0,35.0,119,11.5,16.2,277.2,,Yes,67.7,No,64.0,Fair
101131,24.0,66,119,881.0,34.0,89,7.2,2.7,126.7,20.0,No,65.8,No,72.9,Good
101132,24.3,44,123,684.0,62.0,44,2.3,1.7,208.3,20.5,Yes,79.2,Yes,72.6,Good
101133,27.8,37,60,1460.0,38.0,117,2.7,11.8,144.3,11.9,Yes,77.6,No,52.5,Fair
101134,24.4,67,55,502.0,40.0,25,10.1,6.9,117.7,6.0,Yes,50.0,No,82.8,Good
101135,22.3,48,29,1191.0,54.0,20,6.5,9.6,340.9,17.5,Yes,95.9,No,79.2,Good
101136,25.9,55,105,638.0,34.0,81,12.4,11.7,323.8,19.5,Yes,68.4,No,72.0,Good
101137,26.6,68,47,1140.0,67.0,92,10.8,1.0,183.7,26.1,Yes,68.8,No,39.7,Poor
101138,19.3,39,113,1044.0,33.0,50,2.3,5.3,91.0,15.6,No,83.8,No,80.8,Good
101139,24.8,67,41,1281.0,48.0,23,10.2,8.3,268.4,20.1,No,77.0,No,76.6,Good
101140,25.1,43,67,1006.0,24.0,110,4.3,4.8,126.7,3.5,No,57.1,Yes,73.1,Good
101141,22.1,70,91,587.0,68.0,91,7.1,0.9,100.6,,Yes,89.7,No,58.0,Fair
101142,27.1,48,59,1287.0,37.0,11,9.5,1.6,164.5,11.2,Yes,64.6,No,80.9,Good
101143,22.5,59,61,1386.0,20.0,10,12.5,14.4,209.0,19.7,Yes,102.8,Yes,100.0,Excellent
101144,23.4,34,95,1323.0,46.0,26,7.5,16.4,79.2,27.6,No,66.7,Yes,82.5,Good
101145,22.5,60,124,1193.0,46.0,22,11.7,2.7,221.5,24.7,Yes,62.7,Yes,80.0,Good
101146,23.0,36,62,929.0,44.0,32,11.4,4.5,54.6,19.9,Yes,88.0,No,84.5,Good
101147,19.7,48,75,1075.0,60.0,79,7.0,11.7,317.6,21.7,Yes,80.3,No,54.9,Fair
101148,18.7,60,126,791.0,40.0,91,8.0,17.2,326.2,27.8,Yes,61.5,No,64.9,Fair
101149,27.8,68,52,1071.0,33.0,91,10.4,5.4,269.9,24.7,Yes,83.4,No,59.0,Fair
101150,20.5,53,91,1260.0,39.0,108,2.4,15.4,190.0,19.1,Yes,57.6,No,66.3,Fair
101151,20.0,63,73,865.0,47.0,37,12.7,9.1,126.5,20.4,Yes,71.1,No,78.7,Good
101152,16.5,52,146,1238.0,40.0,54,11.2,17.2,273.2,6.1,Yes,86.4,Yes,71.6,Good
101153,21.1,69,122,1387.0,42.0,69,5.0,2.5,329.5,15.2,Yes,80.2,No,76.8,Good
101154,19.0,35,144,1473.0,30.0,41,13.8,17.5,97.6,10.4,Yes,94.3,Yes,89.8,Excellent
101155,27.9,67,63,403.0,21.0,28,4.2,7.9,189.7,14.1,Yes,77.1,Yes,86.6,Excellent
101156,26.0,70,74,1251.0,39.0,33,13.0,17.2,144.6,20.5,No,65.9,Yes,80.1,Good
101157,20.9,65,11,934.0,43.0,56,5.9,8.3,157.0,6.2,Yes,64.7,No,77.6,Good
101158,29.8,56,141,1302.0,44.0,2,11.2,9.5,171.7,2.5,Yes,100.3,No,65.9,Fair
101159,25.9,40,87,1484.0,56.0,5,7.5,14.5,335.5,13.1,Yes,73.1,No,77.9,Good
101160,22.0,34,41,1045.0,41.0,47,10.8,13.0,127.6,11.0,Yes,86.2,Yes,81.3,Good
101161,16.0,46,109,423.0,43.0,101,3.9,11.2,197.8,13.8,Yes,61.1,No,55.4,Fair
101162,29.9,36,139,956.0,34.0,63,5.2,7.5,335.4,28.1,No,95.5,Yes,57.2,Fair
101163,18.8,56,113,1090.0,31.0,119,3.2,14.3,192.8,21.8,Yes,71.4,No,65.7,Fair
101164,18.1,44,98,755.0,,12,12.4,17.1,309.1,11.2,Yes,78.4,No,72.7,Good
101165,26.1,42,58,1269.0,50.0,35,5.6,0.2,67.6,7.0,Yes,62.2,No,69.5,Fair
101166,30.3,40,145,1340.0,62.0,78,10.3,10.6,335.9,19.3,No,89.5,Yes,41.1,Poor
101167,27.2,55,96,974.0,50.0,69,11.8,15.6,106.3,20.4,Yes,47.1,No,60.0,Fair
101168,24.7,51,17,428.0,49.0,32,12.8,11.8,344.0,15.5,Yes,82.2,No,76.1,Good
101169,24.8,57,110,756.0,60.0,104,3.3,14.4,102.7,8.0,No,47.6,Yes,51.0,Fair
101170,25.6,53,25,764.0,39.0,75,12.7,16.1,183.3,2.8,Yes,66.9,Yes,65.7,Fair
101171,25.3,58,49,1007.0,27.0,56,4.4,13.5,142.6,9.4,Yes,91.8,No,80.5,Good
101172,23.8,38,115,808.0,,54,10.8,12.9,180.0,14.8,Yes,74.6,No,61.2,Fair
101173,23.3,33,36,966.0,49.0,106,10.7,17.4,125.2,24.1,Yes,79.7,Yes,60.5,Fair
101174,22.8,47,113,618.0,54.0,12,2.1,15.5,339.6,25.9,Yes,54.8,No,81.7,Good
101175,20.7,45,114,572.0,40.0,96,4.6,14.7,141.7,13.6,Yes,68.7,No,70.1,Good
101176,22.2,62,44,1007.0,66.0,50,7.9,1.6,246.0,24.3,Yes,53.7,Yes,71.7,Good
101177,17.9,58,122,1435.0,59.0,91,7.0,4.3,91.2,29.8,Yes,74.2,Yes,48.2,Poor
101178,22.7,68,61,1257.0,47.0,52,13.0,10.0,297.3,22.1,Yes,39.7,No,79.8,Good
101179,20.0,39,62,1056.0,58.0,35,6.3,12.8,212.8,22.4,Yes,78.5,Yes,69.9,Fair
101180,19.7,38,100,1368.0,36.0,4,13.2,5.5,343.8,27.5,No,63.6,Yes,91.8,Excellent
101181,23.5,60,90,840.0,31.0,118,7.5,1.7,177.0,11.5,Yes,46.6,No,71.3,Good
101182,27.2,57,113,1016.0,69.0,24,13.6,5.6,108.6,2.3,Yes,75.8,No,58.7,Fair
101183,25.8,32,75,625.0,37.0,80,10.8,13.9,153.8,29.6,Yes,63.3,Yes,66.5,Fair
101184,18.3,43,122,,66.0,36,12.0,15.8,271.1,15.7,Yes,79.6,No,56.9,Fair
101185,20.0,54,40,427.0,47.0,18,3.3,16.4,247.7,24.0,No,67.5,Yes,83.9,Good
101186,25.8,44,70,1407.0,22.0,34,9.0,6.8,283.5,24.7,Yes,64.1,Yes,88.7,Excellent
101187,20.1,31,110,1394.0,34.0,106,3.7,6.7,72.0,13.1,Yes,72.6,Yes,70.6,Good
101188,22.3,53,114,415.0,35.0,33,5.6,7.3,224.1,17.2,Yes,59.9,Yes,91.1,Excellent
101189,24.7,43,107,732.0,41.0,53,9.5,6.8,329.7,17.1,Yes,50.4,No,77.5,Good
101190,20.1,36,43,882.0,68.0,45,10.7,12.0,82.4,8.2,Yes,60.8,No,60.8,Fair
101191,23.3,65,68,965.0,50.0,5,2.5,6.4,78.3,5.3,Yes,84.4,No,86.0,Excellent
101192,19.0,53,12,513.0,,82,8.4,0.4,265.0,17.2,Yes,91.8,No,66.0,Fair
101193,21.2,56,26,437.0,20.0,0,8.8,7.9,144.6,5.4,Yes,72.3,Yes,100.0,Excellent
101194,24.0,66,87,853.0,30.0,70,2.9,4.0,247.6,11.7,Yes,76.6,No,82.0,Good
101195,18.2,67,55,1141.0,25.0,33,8.0,0.5,213.6,7.2,Yes,72.9,Yes,88.3,Excellent
101196,24.3,59,44,565.0,42.0,55,10.6,8.5,345.8,21.8,Yes,82.0,Yes,79.7,Good
101197,22.9,56,138,1093.0,28.0,82,2.6,3.7,316.7,26.4,Yes,94.8,Yes,84.1,Good
101198,24.7,68,121,604.0,35.0,96,11.1,8.1,253.4,18.2,Yes,56.3,Yes,72.9,Good
101199,23.7,44,141,1277.0,57.0,25,8.9,5.0,128.5,13.5,Yes,93.7,Yes,73.7,Good
101200,27.1,55,70,644.0,,104,12.0,10.9,128.6,29.9,Yes,85.1,Yes,40.3,Poor
101201,23.4,30,106,1342.0,38.0,116,4.6,17.8,314.7,2.6,Yes,67.6,No,67.2,Fair
101202,21.7,33,99,1220.0,,112,12.0,9.9,225.6,10.5,No,38.7,No,53.3,Fair
101203,23.4,58,145,906.0,32.0,41,3.1,11.6,286.8,9.8,Yes,40.8,Yes,89.7,Excellent
101204,24.6,30,68,1323.0,51.0,90,6.8,16.5,185.0,12.0,Yes,72.5,No,58.6,Fair
101205,23.1,51,27,809.0,55.0,37,4.4,6.7,80.9,8.5,Yes,51.7,No,72.0,Good
101206,23.1,40,104,709.0,28.0,25,12.5,3.0,149.8,9.4,Yes,65.9,No,96.2,Excellent
101207,20.9,39,25,467.0,65.0,98,10.5,5.1,98.3,9.2,No,80.0,Yes,58.4,Fair
101208,21.0,46,19,513.0,65.0,58,2.3,7.3,284.5,16.2,Yes,63.3,No,65.9,Fair
101209,18.8,65,113,619.0,68.0,83,2.1,11.6,260.2,12.9,Yes,57.2,Yes,50.9,Fair
101210,28.2,55,85,619.0,56.0,23,5.5,0.1,76.5,19.9,Yes,63.6,No,60.1,Fair
101211,19.3,50,25,1129.0,50.0,110,3.7,15.4,236.4,16.4,Yes,90.1,Yes,57.5,Fair
101212,20.9,42,21,1148.0,50.0,20,9.6,1.4,312.2,7.1,Yes,83.7,Yes,81.9,Good
101213,20.8,38,84,1342.0,38.0,59,10.0,16.2,259.2,24.7,Yes,58.4,Yes,80.0,Good
101214,25.7,40,138,785.0,21.0,117,13.3,17.1,203.3,15.2,No,55.3,Yes,66.0,Fair
101215,22.1,40,36,1329.0,64.0,89,13.4,17.8,143.6,6.3,Yes,59.2,Yes,57.2,Fair
101216,26.7,35,21,804.0,51.0,19,9.9,14.6,316.1,6.7,Yes,64.4,No,71.3,Good
101217,21.0,30,39,891.0,62.0,5,2.1,2.6,176.8,24.3,Yes,96.0,No,77.8,Good
101218,23.8,35,18,756.0,53.0,66,6.3,12.7,306.6,21.7,Yes,101.8,No,69.8,Fair
101219,20.5,42,62,614.0,20.0,9,8.2,3.7,284.9,16.2,Yes,59.7,Yes,100.0,Excellent
101220,29.4,51,63,,40.0,11,8.0,16.1,294.9,10.6,Yes,103.9,Yes,71.8,Good
101221,19.4,60,58,1226.0,22.0,96,9.2,5.7,346.9,14.9,Yes,62.6,No,73.0,Good
101222,23.9,51,13,927.0,46.0,21,13.5,5.9,274.6,19.8,Yes,58.6,Yes,88.9,Excellent
101223,24.9,66,88,1315.0,63.0,61,12.6,16.5,60.2,26.6,Yes,66.9,No,61.9,Fair
101224,24.2,56,100,1065.0,26.0,60,3.3,0.2,111.6,17.6,No,90.4,No,84.3,Good
101225,22.4,43,88,1109.0,52.0,79,5.2,3.5,60.6,9.7,Yes,81.6,Yes,69.2,Fair
101226,22.6,34,112,934.0,28.0,16,12.0,7.6,107.0,3.2,Yes,85.4,No,94.4,Excellent
101227,23.1,65,120,953.0,49.0,9,11.9,12.6,68.4,6.9,Yes,75.3,No,90.8,Excellent
101228,22.6,61,67,727.0,37.0,11,5.3,11.7,200.5,20.2,Yes,72.0,No,90.0,Excellent
101229,25.9,63,91,1301.0,,82,10.8,12.0,58.5,6.5,Yes,64.5,No,63.5,Fair
101230,29.6,36,141,549.0,39.0,39,10.1,15.8,191.8,15.5,Yes,42.1,Yes,70.8,Good
101231,21.3,39,31,,57.0,22,7.7,2.2,319.7,21.6,Yes,62.8,No,75.8,Good
101232,18.9,46,140,1056.0,60.0,39,4.4,9.4,274.6,10.6,Yes,74.9,No,66.6,Fair
101233,22.7,59,88,1205.0,50.0,73,12.7,13.1,333.2,20.7,Yes,61.3,No,72.3,Good
101234,30.7,50,108,692.0,27.0,73,10.1,11.5,118.0,18.3,Yes,52.7,No,62.2,Fair
101235,20.6,42,47,1318.0,42.0,49,4.0,8.1,209.3,14.3,Yes,72.4,Yes,79.5,Good
101236,27.9,30,126,1088.0,69.0,9,10.5,0.3,145.6,27.1,Yes,59.7,Yes,61.6,Fair
101237,28.0,30,35,1356.0,44.0,102,10.9,1.1,198.1,21.4,Yes,43.4,No,47.4,Poor
101238,21.3,62,145,1484.0,66.0,93,12.6,2.1,217.1,12.1,Yes,87.6,Yes,63.3,Fair
101239,24.7,67,59,815.0,20.0,3,4.7,6.2,60.9,24.5,Yes,49.3,No,97.5,Excellent
101240,27.9,54,47,997.0,65.0,0,13.9,2.1,120.0,22.7,Yes,59.0,Yes,59.3,Fair
101241,21.9,55,147,406.0,37.0,42,3.8,7.7,261.4,24.2,Yes,96.5,Yes,89.3,Excellent
101242,22.4,42,51,1317.0,38.0,82,9.2,3.2,281.9,19.9,Yes,52.4,Yes,75.4,Good
101243,21.3,57,46,484.0,61.0,4,9.9,14.0,220.8,12.6,Yes,59.3,Yes,82.2,Good
101244,20.0,62,149,1173.0,25.0,93,7.0,15.7,131.2,11.8,Yes,57.7,No,76.7,Good
101245,21.1,66,58,1356.0,,89,7.7,7.0,171.5,20.3,Yes,63.1,No,75.4,Good
101246,19.3,70,55,1470.0,65.0,103,12.7,9.2,78.8,5.7,Yes,92.8,No,47.4,Poor
101247,23.1,59,38,1005.0,64.0,33,9.7,17.2,336.0,25.0,Yes,68.6,No,69.2,Fair
101248,20.7,37,21,825.0,27.0,65,8.0,9.6,310.6,12.4,No,77.9,Yes,83.9,Good
101249,23.7,30,125,825.0,61.0,23,3.5,17.9,69.7,19.7,No,74.0,No,70.2,Good
101250,18.3,41,91,1135.0,28.0,13,2.1,2.6,99.9,16.0,Yes,78.7,No,87.7,Excellent
101251,24.0,34,53,1190.0,56.0,40,3.5,15.5,224.3,,Yes,71.7,Yes,70.5,Good
101252,25.5,53,11,914.0,46.0,41,13.5,8.9,119.7,22.7,Yes,58.9,No,75.4,Good
101253,17.0,35,26,1140.0,55.0,12,11.2,0.4,330.3,19.5,Yes,66.0,No,70.3,Good
101254,24.1,54,147,530.0,25.0,28,13.6,17.5,276.7,9.0,Yes,88.8,No,90.8,Excellent
101255,26.7,30,27,722.0,25.0,64,2.4,17.4,132.0,4.1,Yes,79.7,No,76.6,Good
101256,19.4,54,31,1222.0,64.0,45,10.2,6.9,51.8,25.5,Yes,60.0,Yes,63.4,Fair
101257,28.0,30,92,942.0,23.0,33,2.5,17.2,289.8,26.8,Yes,83.6,No,85.6,Excellent
101258,24.3,61,67,465.0,41.0,62,11.4,2.5,177.2,6.6,Yes,61.0,Yes,73.8,Good
101259,20.9,32,62,1117.0,,3,6.6,12.2,242.7,10.7,Yes,72.1,Yes,86.1,Excellent
101260,22.8,48,10,430.0,46.0,27,3.1,3.5,136.1,9.9,Yes,83.7,No,88.2,Excellent
101261,24.7,58,70,1284.0,56.0,82,8.8,4.4,92.9,28.2,Yes,51.0,Yes,55.9,Fair
101262,23.2,31,40,590.0,21.0,0,5.4,14.0,252.6,7.7,Yes,73.7,No,100.0,Excellent
101263,24.6,38,75,814.0,28.0,35,9.9,6.8,185.1,6.7,Yes,61.9,No,90.8,Excellent
101264,20.2,46,62,1146.0,30.0,106,9.9,0.1,120.6,7.1,Yes,75.8,No,72.5,Good
101265,23.5,65,104,1469.0,39.0,12,10.5,7.5,91.3,22.4,Yes,54.4,No,92.7,Excellent
101266,18.8,46,32,774.0,62.0,113,13.9,4.1,224.1,26.9,No,77.9,No,47.3,Poor
101267,22.7,41,140,957.0,58.0,105,6.6,12.3,267.7,13.0,Yes,98.5,No,58.5,Fair
101268,20.3,49,96,977.0,33.0,4,7.6,3.5,135.2,5.8,Yes,89.9,No,92.4,Excellent
101269,20.8,32,134,431.0,45.0,96,11.7,15.2,270.5,18.4,Yes,58.3,No,69.1,Fair
101270,26.7,33,118,457.0,57.0,13,8.9,4.8,104.9,7.9,Yes,79.0,No,66.1,Fair
101271,26.3,46,49,711.0,49.0,79,2.4,7.1,151.5,3.8,No,60.5,Yes,61.9,Fair
101272,24.8,66,130,1490.0,55.0,119,12.1,5.4,273.5,26.8,Yes,73.8,Yes,54.0,Fair
101273,19.7,44,48,1089.0,57.0,31,2.6,11.6,248.0,26.4,Yes,71.0,Yes,76.5,Good
101274,22.1,62,129,634.0,54.0,49,4.0,1.8,131.2,29.3,Yes,56.7,No,80.4,Good
101275,26.6,45,27,1042.0,25.0,26,3.2,8.6,86.6,15.3,Yes,61.4,No,84.4,Good
101276,23.4,40,46,1477.0,22.0,34,2.9,6.0,62.7,10.2,No,64.4,No,92.1,Excellent
101277,30.0,49,14,,20.0,2,2.3,15.9,301.4,23.6,Yes,78.8,Yes,88.1,Excellent
101278,24.2,67,82,638.0,37.0,3,2.7,1.3,72.5,7.1,Yes,55.6,Yes,97.7,Excellent
101279,23.6,53,144,511.0,42.0,6,7.3,14.9,84.5,8.8,Yes,87.8,No,87.5,Excellent
101280,22.1,45,50,875.0,51.0,76,5.0,3.0,121.3,9.2,Yes,75.7,Yes,72.2,Good
101281,23.4,59,19,703.0,48.0,104,3.5,1.6,183.7,28.6,Yes,69.3,No,58.9,Fair
101282,22.5,63,77,689.0,42.0,2,9.9,3.6,286.9,22.4,Yes,64.6,No,90.6,Excellent
101283,25.1,30,33,607.0,55.0,80,4.7,1.8,124.2,5.7,Yes,95.5,No,61.7,Fair
101284,25.9,53,87,1267.0,25.0,110,2.2,9.4,213.1,4.6,Yes,66.2,No,65.7,Fair
101285,20.6,53,118,981.0,36.0,58,7.0,17.8,77.1,25.6,Yes,71.3,No,85.1,Excellent
101286,19.0,38,33,769.0,37.0,73,5.7,0.6,189.4,24.5,Yes,68.7,No,68.8,Fair
101287,17.5,51,16,619.0,50.0,110,5.8,8.3,103.3,20.8,Yes,71.9,Yes,54.4,Fair
101288,24.5,41,82,1201.0,25.0,0,7.3,6.9,113.4,7.5,Yes,81.0,No,100.0,Excellent
101289,19.7,46,116,1218.0,53.0,27,10.0,6.1,160.0,15.4,Yes,59.5,Yes,77.5,Good
101290,16.5,54,108,748.0,63.0,58,9.4,6.0,278.4,18.9,No,80.9,No,56.6,Fair
101291,24.2,57,131,654.0,63.0,117,13.2,16.1,273.2,28.1,Yes,65.3,No,49.6,Poor
101292,30.5,44,21,851.0,46.0,52,8.2,0.3,174.5,6.7,No,56.2,No,55.9,Fair
101293,23.0,59,94,541.0,55.0,9,7.7,13.9,85.6,16.4,No,80.1,Yes,87.8,Excellent
101294,25.5,56,12,1492.0,67.0,70,4.6,4.6,134.2,6.4,No,74.6,No,55.6,Fair
101295,23.2,51,88,488.0,61.0,102,11.1,6.9,201.6,14.4,Yes,40.1,Yes,57.2,Fair
101296,22.7,39,94,1270.0,44.0,2,3.7,7.6,310.8,7.6,Yes,85.3,Yes,94.9,Excellent
101297,25.8,60,19,922.0,29.0,6,7.9,5.5,340.5,25.4,No,88.3,No,90.2,Excellent
101298,22.1,56,42,1059.0,58.0,8,7.1,1.7,241.2,9.1,Yes,47.8,No,91.7,Excellent
101299,23.8,41,55,1350.0,65.0,103,9.9,2.1,155.2,13.7,Yes,69.7,Yes,55.0,Fair
101300,24.0,60,68,1309.0,58.0,98,13.0,5.4,258.0,13.4,Yes,93.8,Yes,59.4,Fair
101301,21.0,61,61,841.0,31.0,89,13.4,14.8,150.9,26.3,Yes,56.5,No,79.0,Good
101302,26.0,61,15,437.0,30.0,68,4.0,2.4,237.6,23.2,No,98.2,Yes,78.4,Good
101303,22.5,70,139,609.0,68.0,12,5.1,13.4,123.1,3.6,Yes,73.0,Yes,74.7,Good
101304,20.7,64,38,912.0,62.0,108,11.7,5.2,130.1,3.9,Yes,66.4,No,49.3,Poor
101305,24.6,50,128,1424.0,22.0,93,8.2,15.9,72.6,17.4,Yes,80.9,No,77.2,Good
101306,20.3,39,106,1380.0,41.0,39,7.4,7.7,176.0,14.0,Yes,43.0,No,81.3,Good
101307,23.1,45,77,,23.0,113,10.5,3.1,235.5,9.7,Yes,56.9,Yes,71.7,Good
101308,23.0,36,69,1227.0,27.0,61,9.2,17.7,286.6,24.2,No,41.7,Yes,87.7,Excellent
101309,26.3,33,133,1258.0,33.0,61,13.6,3.2,293.1,5.6,No,75.0,Yes,72.1,Good
101310,24.4,56,93,793.0,39.0,102,9.0,10.2,347.7,29.3,Yes,77.3,Yes,65.1,Fair
101311,22.9,54,50,1473.0,43.0,9,7.6,10.2,76.3,2.7,Yes,86.8,Yes,95.3,Excellent
101312,25.5,60,122,795.0,33.0,105,8.5,6.7,197.9,5.3,Yes,90.0,No,62.8,Fair
101313,27.2,40,74,431.0,47.0,86,11.7,17.1,206.4,10.7,Yes,60.2,Yes,57.7,Fair
101314,24.7,49,88,944.0,35.0,10,9.4,15.2,291.4,16.3,Yes,66.7,Yes,92.2,Excellent
101315,23.0,65,72,1111.0,51.0,75,9.8,14.9,129.9,8.1,Yes,73.1,Yes,75.7,Good
101316,19.1,46,127,1449.0,66.0,61,13.7,17.5,70.8,22.6,Yes,51.2,Yes,59.0,Fair
101317,19.8,40,46,1484.0,31.0,76,9.4,8.2,144.1,12.0,Yes,71.7,Yes,77.0,Good
101318,22.1,59,73,952.0,35.0,103,6.6,1.7,345.2,3.1,Yes,87.2,Yes,70.6,Good
