DIGITAL_ID,WALKING_MINUTES,RUNNING_MINUTES,CYCLING_MINUTES,WORKOUT_MINUTES,EXERCISE_CALORIES,CODING_HOURS,AI_ASSISTANT_USAGE_HOURS,SOCIAL_MEDIA_HOURS,GAMING_HOURS,READING_HOURS,TV_STREAMING_HOURS,SMARTPHONE_UNLOCKS,NOTIFICATIONS,PRODUCTIVITY_SCORE
101346,144,27,59,68.6,1318,7.0,2.9,2.5,4.2,2.2,4.4,166,80,89.6
101347,153,51,45,79.2,1482,2.6,3.0,3.6,4.5,2.6,1.4,83,52,76.1
101348,121,48,53,74.2,1388,5.6,3.6,3.4,4.5,4.7,3.6,84,55,89.2
101349,45,36,73,59.8,1124,5.3,0.0,6.2,0.4,1.9,5.5,92,40,89.5
101350,63,25,111,72.0,1390,1.4,0.0,3.8,1.2,0.2,5.7,76,157,82.2
101351,129,39,94,86.8,1658,5.9,1.9,6.3,2.9,3.8,0.0,85,53,83.5
101352,53,79,36,72.4,1290,3.1,0.1,0.6,2.2,2.9,1.9,151,166,100.0
101353,106,37,22,52.2,970,,3.9,1.5,2.5,4.1,5.0,176,235,94.8
101354,50,76,26,66.0,1168,9.5,0.9,4.4,4.7,0.4,3.2,23,245,79.1
101355,180,86,69,115.2,2132,6.4,1.9,7.6,0.1,3.1,4.8,143,100,91.2
101356,35,53,89,74.4,1382,8.8,0.2,0.6,4.0,1.2,5.1,148,167,98.8
101357,114,21,65,61.4,1186,6.8,2.1,0.3,0.0,4.5,2.7,111,126,100.0
101358,25,15,108,57.2,1114,3.6,1.5,1.3,0.4,0.5,2.2,37,139,100.0
101359,28,27,60,45.8,862,5.1,0.2,5.1,2.4,4.2,2.7,160,248,90.4
101360,148,34,76,80.4,1540,6.8,1.3,3.2,5.0,0.4,3.9,89,101,77.0
101361,10,59,50,57.4,1030,9.6,1.6,6.6,0.9,0.1,2.2,122,235,88.6
101362,39,44,49,53.8,988,2.5,4.0,0.6,3.3,1.2,4.6,105,100,89.7
101363,10,45,18,36.2,634,8.7,0.8,1.6,4.1,,5.4,49,239,95.6
101364,163,71,0,75.2,1362,9.2,2.2,2.4,1.4,3.1,1.7,174,214,100.0
101365,112,54,39,70.4,1300,6.7,3.9,5.0,3.1,0.7,5.8,126,119,80.0
101366,38,85,31,71.0,1250,9.3,3.2,5.5,5.5,2.2,3.7,175,156,75.7
101367,53,84,21,69.4,1220,4.0,4.0,1.0,3.1,1.0,5.3,149,152,91.5
101368,97,25,111,78.8,1526,9.5,3.9,7.6,0.9,4.3,0.6,39,172,97.0
101369,54,84,92,98.0,1792,7.0,,2.7,3.8,0.2,1.5,97,62,84.8
101370,110,24,65,62.4,1200,0.4,2.8,5.7,3.6,1.8,1.9,171,168,65.4
101371,151,64,39,84.2,1556,9.1,0.4,4.2,0.2,3.2,1.8,96,176,100.0
101372,149,5,37,47.6,942,4.8,1.8,1.8,0.5,4.6,1.0,91,199,100.0
101373,68,22,47,45.6,868,4.6,3.2,6.8,0.9,4.3,5.2,168,239,90.4
101374,55,63,54,70.4,1282,5.7,,6.5,0.8,4.5,2.5,169,243,94.9
101375,32,86,74,87.6,1580,1.5,2.8,3.2,1.6,0.3,5.8,92,87,83.1
101376,35,42,80,64.2,1200,4.7,3.0,4.7,2.7,4.2,3.5,125,175,89.7
101377,147,22,54,64.2,1240,8.3,1.0,2.1,2.2,3.9,0.8,147,175,100.0
101378,80,29,50,53.4,1010,0.2,3.5,5.5,5.3,4.5,3.3,126,51,65.4
101379,108,76,106,109.6,2040,2.7,1.8,2.5,3.7,1.6,6.0,30,118,81.7
101380,153,17,59,64.4,1254,0.0,0.8,6.8,5.3,4.6,3.4,99,147,60.1
101381,72,86,7,68.8,1204,4.2,3.5,1.7,3.2,2.0,0.0,28,209,91.6
101382,39,78,85,88.6,1616,7.3,1.7,0.1,0.5,3.2,5.6,119,73,100.0
101383,16,20,67,42.0,800,8.0,3.0,2.1,2.8,2.1,1.4,71,188,99.9
101384,128,56,74,88.8,1664,9.5,2.2,1.5,4.9,2.1,4.1,134,38,94.8
101385,60,22,71,53.6,1028,6.1,1.5,4.1,1.2,2.7,3.1,160,79,97.9
101386,170,90,8,91.2,1644,2.5,3.2,1.6,0.5,1.8,2.0,148,148,100.0
101387,103,44,89,82.6,1564,9.2,2.3,6.1,2.0,4.0,1.7,94,90,96.0
101388,41,43,1,34.4,602,7.8,1.6,1.9,2.3,3.2,5.6,171,48,100.0
101389,24,81,79,85.0,1538,,0.4,5.7,1.8,3.4,5.5,152,81,89.8
101390,38,87,94,97.4,1774,7.0,3.6,4.6,0.8,1.2,3.1,167,84,95.2
101391,34,46,69,62.0,1148,9.2,0.1,7.9,1.5,4.8,1.6,162,54,93.7
101392,130,39,116,95.8,1838,7.1,3.5,8.0,4.1,,0.6,87,236,71.6
101393,107,50,84,85.0,1600,3.7,1.4,7.0,2.3,1.0,0.9,73,98,70.9
101394,171,41,89,94.4,1806,7.1,2.6,6.1,3.8,3.8,3.1,30,104,82.2
101395,178,6,58,62.4,1236,0.4,3.7,3.1,3.2,0.9,1.8,170,170,75.1
101396,101,49,18,56.8,1038,3.9,0.6,6.0,3.3,0.3,0.3,148,191,68.2
101397,97,47,27,58.4,1074,4.1,2.3,7.7,1.5,2.6,2.7,66,101,77.7
101398,11,83,71,80.4,1442,1.7,3.1,0.2,3.1,2.8,4.5,134,54,95.5
101399,18,90,13,62.8,1076,0.2,3.0,4.3,0.1,0.9,5.4,57,120,85.4
101400,100,5,23,32.2,634,1.3,2.1,1.7,2.6,1.7,3.5,149,104,87.9
101401,43,90,111,107.0,1960,6.5,2.5,4.5,3.4,4.7,4.3,64,93,92.1
101402,48,8,43,31.6,616,8.0,3.0,3.7,1.1,1.4,2.2,174,111,99.9
101403,16,56,100,76.8,1424,9.9,3.4,4.6,1.5,0.8,3.0,80,167,96.3
101404,73,30,55,54.6,1032,3.5,3.0,4.4,1.3,5.0,4.4,101,126,97.9
101405,56,20,89,58.8,1136,6.0,1.4,7.7,0.4,1.5,4.4,30,129,83.7
101406,54,89,94,101.8,1858,9.4,4.0,4.4,2.1,3.4,2.5,176,46,100.0
101407,46,39,119,80.2,1526,1.7,1.7,6.8,5.9,1.2,3.3,44,34,50.3
101408,11,44,50,48.6,884,7.2,0.1,2.6,2.1,2.8,5.5,97,244,100.0
101409,61,76,31,70.2,1252,,1.5,3.5,2.8,1.9,3.8,60,96,92.7
101410,79,48,49,64.2,1188,0.9,0.5,3.8,3.9,4.8,3.9,60,130,81.5
101411,82,86,40,84.0,1508,8.6,0.5,2.2,3.9,2.2,4.7,120,167,95.5
101412,7,19,65,38.8,738,8.1,1.1,3.0,5.7,2.9,0.7,158,184,84.4
101413,148,16,24,48.8,944,,0.2,4.8,5.1,4.7,3.1,51,213,70.0
101414,80,27,115,78.2,1510,0.9,2.8,4.6,4.8,4.9,5.8,68,164,74.1
101415,117,40,107,90.2,1724,0.5,0.3,5.1,5.7,0.5,2.2,25,142,53.6
101416,24,65,60,67.8,1226,3.3,0.8,2.8,1.4,4.2,1.8,76,58,100.0
101417,88,24,65,58.0,1112,5.1,0.4,2.5,3.7,1.9,3.6,25,78,87.4
101418,11,57,41,52.8,942,5.3,0.3,4.9,5.3,3.0,1.3,66,196,73.5
101419,142,40,64,78.0,1480,2.7,1.1,1.1,3.7,,3.3,82,227,88.2
101420,58,5,35,28.6,562,9.1,2.3,2.0,5.9,2.0,0.9,169,38,86.7
101421,153,74,120,123.0,2312,3.7,3.9,0.3,0.6,0.8,3.5,86,229,100.0
101422,108,37,75,73.8,1402,0.5,3.5,0.6,2.6,2.9,3.6,166,218,94.3
101423,25,5,8,11.2,214,3.0,3.5,1.9,5.9,2.7,2.5,60,107,77.0
101424,46,44,35,49.6,904,5.3,0.7,0.2,2.3,0.9,2.3,124,211,100.0
101425,31,74,104,92.2,1696,4.1,1.1,2.0,4.4,,1.5,26,166,86.3
101426,9,13,91,46.0,894,2.7,0.3,5.2,0.2,4.9,2.0,76,89,98.3
101427,15,65,37,56.8,1006,1.3,3.1,0.5,4.2,3.6,3.0,35,81,90.4
101428,144,39,32,65.0,1222,8.2,,3.5,5.6,2.4,1.5,78,150,81.6
101429,150,2,41,47.6,948,10.0,2.2,7.3,2.3,4.6,4.7,156,104,93.1
101430,25,23,60,42.8,810,3.3,1.0,6.3,0.1,2.9,4.3,53,40,89.6
101431,85,18,45,45.8,880,,1.0,2.4,0.2,0.7,1.6,65,133,99.1
101432,134,17,85,71.0,1386,6.2,4.0,7.4,5.4,2.7,0.6,62,192,63.9
101433,13,63,88,75.6,1386,7.2,3.0,2.6,4.3,0.9,0.0,66,104,85.2
101434,78,87,60,91.8,1662,3.9,3.3,0.6,0.6,3.8,3.6,153,65,100.0
101435,116,34,17,50.4,940,9.0,,8.0,0.3,4.8,1.3,131,212,98.9
101436,6,61,69,65.4,1186,5.6,3.5,7.0,4.8,1.8,0.1,142,160,64.6
101437,136,0,81,59.6,1192,4.5,2.6,3.7,4.9,2.2,2.2,80,138,76.3
101438,114,24,115,83.2,1616,6.5,3.8,5.3,0.7,2.1,5.8,151,112,94.6
101439,175,44,79,93.0,1772,9.5,1.1,5.4,1.8,1.4,4.1,152,229,92.6
101440,71,48,14,48.6,876,7.9,2.4,1.6,4.7,4.0,5.1,89,210,97.9
101441,58,88,47,83.2,1488,0.4,2.8,1.6,3.2,3.1,0.9,79,57,87.7
101442,81,15,71,53.6,1042,3.3,1.6,3.8,5.7,0.3,0.4,107,82,63.8
101443,115,18,12,38.6,736,4.7,3.5,7.3,2.9,4.2,0.1,111,83,78.3
101444,166,22,118,93.6,1828,3.1,,0.1,4.1,0.9,5.7,96,210,88.0
101445,145,82,42,95.0,1736,7.0,2.0,6.3,3.1,4.9,1.8,125,94,88.0
101446,102,24,59,58.4,1120,8.3,1.6,0.5,5.7,1.9,2.8,101,82,91.8
101447,16,15,56,34.6,662,7.3,1.9,3.8,2.4,3.1,2.4,26,69,96.7
101448,13,53,70,62.4,1142,9.9,3.4,5.1,1.4,0.4,4.4,50,70,93.6
101449,158,72,16,81.2,1480,2.7,2.6,5.5,2.0,1.7,1.9,104,195,78.5
101450,151,0,49,49.8,996,8.7,0.2,0.5,5.1,4.0,3.2,67,104,100.0
101451,107,41,31,58.4,1086,7.7,2.2,3.3,3.0,2.4,6.0,61,58,94.4
101452,44,18,21,28.0,524,3.6,0.1,4.7,2.1,4.5,2.7,109,188,91.4
101453,97,33,54,60.8,1150,7.3,3.1,0.5,3.3,2.9,3.3,49,218,100.0
101454,130,79,114,119.0,2222,1.0,1.3,1.1,0.8,4.6,3.0,136,231,100.0
101455,36,54,56,62.0,1132,7.9,1.9,5.3,0.0,4.9,4.8,145,69,100.0
101456,170,17,12,49.0,946,5.3,3.2,4.2,1.7,2.3,1.6,70,159,92.2
101457,167,33,46,71.6,1366,2.9,0.2,1.3,3.6,2.8,1.0,70,77,91.0
101458,107,88,86,108.6,1996,6.6,0.6,4.3,4.3,4.2,4.5,139,30,87.1
101459,38,44,61,58.4,1080,6.4,1.6,7.3,5.0,1.1,2.5,128,88,61.9
101460,14,5,53,27.0,530,2.1,,0.1,5.6,4.3,5.5,177,189,88.7
101461,119,20,28,47.0,900,0.3,1.4,5.1,2.5,3.0,3.9,166,117,76.7
101462,3,69,21,50.4,870,4.3,4.0,0.6,4.4,3.6,3.4,69,31,95.0
101463,92,47,64,72.2,1350,5.7,3.3,0.1,0.4,0.4,0.4,102,88,100.0
101464,152,38,28,64.4,1212,8.8,3.5,1.2,0.3,3.8,4.4,105,160,100.0
101465,140,30,47,64.8,1236,9.3,3.7,3.4,0.7,1.6,4.1,151,230,100.0
101466,160,9,4,39.0,762,5.3,1.4,6.4,2.7,4.0,3.8,31,78,83.5
101467,15,29,34,34.0,622,7.5,1.2,2.3,1.3,2.5,1.6,162,245,100.0
101468,169,17,118,91.2,1790,4.4,0.9,5.0,1.7,1.4,5.7,162,105,84.5
101469,107,59,73,86.0,1602,7.5,3.3,3.3,3.9,4.8,1.9,157,63,96.7
101470,125,87,82,110.0,2026,2.0,2.7,1.9,2.2,3.8,0.9,137,91,96.8
101471,54,72,100,94.0,1736,3.7,0.9,4.1,3.3,4.9,5.9,80,63,89.2
101472,169,14,70,70.2,1376,6.3,1.5,6.4,2.5,1.8,4.5,166,52,79.9
101473,33,3,45,26.4,522,0.2,2.0,6.7,1.0,3.2,2.5,76,48,78.2
101474,157,62,34,82.2,1520,7.2,2.1,6.8,0.4,3.1,5.6,28,209,94.5
101475,12,39,44,43.4,790,8.4,3.6,2.7,1.4,3.4,0.5,48,89,100.0
101476,140,8,12,37.6,736,4.0,1.5,6.3,0.3,0.2,0.5,26,156,81.9
101477,17,8,9,11.8,220,4.5,3.6,1.7,3.7,1.5,4.1,124,125,88.2
101478,159,25,65,72.8,1406,8.5,1.8,5.9,4.8,4.5,1.1,164,185,82.9
101479,95,3,69,48.4,962,7.8,3.0,7.6,2.0,2.1,5.5,98,119,81.5
101480,122,80,71,100.8,1856,2.9,3.7,0.1,2.3,4.8,5.0,163,78,100.0
101481,38,15,99,56.2,1094,3.2,3.6,3.5,4.9,1.1,1.8,125,74,71.2
101482,45,14,24,27.0,512,6.8,0.2,5.2,1.3,5.0,5.3,102,105,100.0
101483,28,51,43,53.4,966,5.6,0.8,5.6,0.7,3.5,0.3,108,136,95.8
101484,61,68,59,76.6,1396,1.6,1.9,1.4,3.0,3.9,3.3,95,89,94.3
101485,15,4,46,23.8,468,3.1,1.7,7.8,3.9,2.0,5.6,29,232,61.5
101486,120,19,39,51.0,982,9.0,2.6,4.9,3.6,4.5,5.1,171,213,93.9
101487,9,78,6,51.0,864,6.9,3.8,1.3,4.3,2.7,2.1,69,161,95.2
101488,157,17,45,59.6,1158,9.9,0.4,0.2,0.3,3.4,1.1,145,175,100.0
101489,152,1,22,39.8,794,7.7,,6.3,2.6,0.5,1.3,62,186,78.7
101490,102,12,82,60.4,1184,9.4,0.8,0.6,1.4,3.2,3.1,73,149,100.0
101491,83,3,45,36.4,722,2.2,3.6,1.1,4.6,4.4,3.6,62,196,90.2
101492,132,41,85,85.0,1618,7.7,3.9,4.6,5.2,0.9,0.2,56,84,73.7
101493,64,73,12,61.4,1082,0.2,1.9,4.8,1.7,3.7,2.5,147,215,83.8
101494,176,60,20,79.2,1464,6.7,0.4,5.5,0.6,0.1,5.0,148,204,88.7
101495,2,7,0,4.6,78,4.7,3.1,3.1,1.5,4.6,2.7,112,60,100.0
101496,172,66,18,81.2,1492,3.5,2.8,6.2,0.6,4.9,1.0,35,144,93.9
101497,141,62,59,89.0,1656,8.6,1.4,7.8,1.9,1.8,5.7,56,185,81.9
101498,119,8,32,41.4,812,8.5,3.5,2.2,3.2,0.5,1.6,154,184,93.7
101499,157,10,3,38.6,752,0.2,3.9,5.6,5.8,3.3,4.8,59,59,58.9
101500,67,41,105,80.0,1518,6.1,2.2,7.4,2.4,0.1,1.2,83,78,70.9
101501,145,12,2,37.0,716,3.7,2.3,5.5,1.3,2.4,2.5,133,199,86.1
101502,36,35,90,64.2,1214,4.2,1.2,5.4,1.0,1.4,2.9,41,104,86.0
101503,152,12,51,58.0,1136,8.3,2.3,1.8,1.0,2.4,3.0,62,235,100.0
101504,175,11,104,83.2,1642,3.1,1.8,4.3,1.2,0.1,3.1,81,97,83.3
101505,180,36,98,96.8,1864,9.4,1.2,4.5,4.6,0.3,1.3,174,129,78.7
101506,72,73,27,69.0,1234,1.8,0.3,5.6,0.4,0.1,3.1,48,158,79.5
101507,142,72,69,99.2,1840,6.6,1.0,8.0,6.0,3.1,2.9,35,201,60.5
101508,48,51,69,67.8,1254,6.7,0.8,0.3,3.1,2.8,1.3,158,132,100.0
101509,120,70,54,87.6,1612,2.5,2.2,0.5,3.3,1.2,5.9,40,194,90.1
101510,87,1,56,40.4,806,3.2,2.4,0.6,2.1,3.2,5.2,156,190,100.0
101511,139,55,107,103.6,1962,8.3,2.4,5.9,4.1,4.4,5.3,46,178,85.7
101512,36,59,86,77.0,1422,7.6,1.6,1.1,2.8,1.4,4.1,146,117,100.0
101513,60,22,96,63.6,1228,3.3,1.7,5.0,2.0,4.2,1.0,105,197,89.2
101514,170,39,15,63.4,1190,5.3,3.3,2.6,1.6,3.3,3.4,126,218,100.0
101515,123,63,23,71.6,1306,0.6,1.9,3.7,5.6,,4.9,170,143,59.0
101516,38,84,68,85.2,1536,2.1,4.0,1.7,1.7,1.9,0.2,70,42,94.6
101517,62,22,40,41.6,788,4.9,1.8,6.9,2.6,2.5,3.0,99,142,76.7
101518,45,28,105,67.8,1300,0.9,2.6,4.7,2.1,3.7,2.4,150,195,83.6
101519,87,77,76,94.0,1726,8.4,0.2,7.6,0.5,1.4,1.3,163,186,88.1
101520,10,89,46,73.8,1298,7.2,2.6,4.6,1.1,4.9,2.3,155,210,100.0
101521,61,50,75,72.2,1344,9.4,3.4,1.0,1.1,3.4,5.9,109,93,100.0
101522,76,68,68,83.2,1528,6.9,3.8,1.4,4.2,1.9,4.3,67,65,92.9
101523,152,88,100,123.2,2288,9.4,4.0,7.9,2.4,0.5,1.8,73,133,76.7
101524,51,30,30,40.2,744,5.5,1.1,5.8,4.7,0.9,3.6,122,140,67.0
101525,3,49,91,66.4,1230,6.0,2.3,0.4,4.3,,1.5,55,34,96.1
101526,58,19,91,59.4,1150,9.8,1.8,5.6,1.2,2.5,3.7,25,177,98.7
101527,71,54,29,58.2,1056,6.4,2.3,3.3,3.4,3.8,5.4,31,168,94.0
101528,147,80,17,84.2,1524,0.3,0.6,2.5,4.5,3.6,3.3,122,101,78.9
101529,92,1,43,36.2,722,7.2,3.4,1.2,3.8,1.0,4.4,84,185,93.6
101530,62,24,26,37.2,696,9.1,,6.7,3.6,,2.7,108,206,82.4
101531,53,12,98,57.0,1116,8.0,1.8,0.5,4.4,0.1,3.1,110,198,92.3
101532,116,69,25,74.6,1354,5.8,1.1,2.3,0.3,2.0,4.2,106,175,100.0
101533,109,66,120,109.4,2056,6.7,0.6,2.5,4.4,3.8,4.9,40,187,92.8
101534,73,57,102,89.6,1678,9.9,2.7,1.3,1.6,2.0,4.0,107,157,100.0
101535,106,81,112,114.6,2130,0.9,1.2,4.1,3.4,4.2,5.9,32,171,81.0
101536,56,74,114,101.2,1876,6.7,3.6,0.1,1.5,4.9,4.9,139,85,100.0
101537,168,83,59,107.0,1974,2.8,2.7,2.4,5.0,3.0,4.7,162,102,80.0
101538,2,63,17,45.0,774,6.4,2.6,7.5,2.9,0.7,5.1,148,231,70.4
101539,119,68,96,103.0,1924,6.1,2.2,2.5,3.9,1.9,1.7,70,246,88.4
101540,5,82,88,85.4,1544,1.5,0.2,2.9,4.8,0.0,2.6,61,209,67.4
101541,4,85,55,73.8,1306,2.1,3.7,3.8,5.4,3.0,3.4,81,120,71.0
101542,4,58,30,47.6,836,6.2,2.5,4.5,4.4,4.1,2.8,114,223,84.7
101543,53,59,100,86.0,1602,1.3,4.0,6.5,0.9,3.1,5.1,179,224,81.4
101544,46,82,58,81.6,1468,2.7,2.1,1.5,5.1,3.9,0.2,119,58,85.6
101545,176,61,1,72.2,1322,8.4,2.8,7.0,3.7,4.0,1.3,80,157,82.3
101546,8,15,96,49.0,950,3.3,0.2,6.1,3.7,4.3,5.3,112,56,76.6
101547,98,87,38,87.0,1566,4.9,2.5,5.8,5.5,1.3,0.4,171,97,63.0
101548,19,67,60,68.0,1226,9.4,3.1,0.7,1.5,4.4,1.4,174,192,100.0
101549,121,14,106,75.0,1472,2.3,3.1,0.2,1.4,3.3,2.1,40,120,100.0
101550,60,88,106,107.2,1968,3.9,3.1,4.8,3.1,1.4,4.5,37,240,77.3
101551,122,54,62,81.6,1524,6.1,0.9,6.9,4.5,4.9,3.4,74,39,76.8
101552,162,34,95,90.8,1748,7.6,3.9,4.7,2.7,,5.7,87,156,97.3
101553,177,54,17,74.6,1384,9.0,4.0,1.7,3.8,2.9,1.4,66,55,100.0
101554,81,13,16,30.4,582,9.2,0.3,0.7,2.7,4.2,5.2,73,100,100.0
101555,61,48,97,79.8,1500,,3.7,5.6,3.7,1.3,1.7,37,120,78.6
101556,144,82,38,93.2,1700,2.3,1.2,5.8,4.9,2.1,1.5,147,123,63.2
101557,2,6,70,32.0,628,0.2,2.8,1.4,1.1,0.9,3.0,68,105,92.0
101558,159,29,105,91.2,1766,3.8,1.4,0.2,4.2,2.6,0.4,113,133,93.6
101559,12,82,53,72.8,1292,1.4,3.9,3.3,4.7,2.5,2.3,76,218,73.6
101560,119,48,116,99.0,1884,7.1,0.4,4.7,2.7,1.1,2.1,25,226,85.2
101561,124,88,98,116.8,2160,6.6,2.0,5.6,1.9,3.4,1.0,97,213,91.5
101562,88,15,93,63.8,1246,0.4,1.7,6.5,0.1,0.6,5.2,39,106,76.1
101563,72,50,75,74.4,1388,8.4,1.3,4.9,4.8,0.3,2.3,69,221,74.1
101564,67,71,34,69.6,1250,2.5,2.6,0.9,2.0,1.9,5.9,28,70,97.1
101565,141,81,10,80.8,1454,4.3,0.5,5.5,2.1,,5.4,161,161,82.1
101566,100,79,60,91.4,1670,6.7,2.9,7.9,2.0,1.6,1.2,139,95,76.6
101567,97,82,43,85.8,1552,4.3,3.9,7.2,3.0,1.3,3.0,170,194,68.7
101568,10,41,120,74.6,1410,4.4,3.2,7.0,4.2,1.7,3.6,67,63,64.9
101569,104,16,67,57.2,1112,0.7,3.4,2.4,4.6,0.8,4.9,99,151,71.2
101570,66,62,24,60.0,1076,4.0,1.4,6.0,2.4,2.0,5.3,75,79,78.0
101571,122,44,47,69.6,1304,7.6,1.3,6.8,4.0,,3.7,140,227,81.5
101572,28,76,31,63.6,1120,9.2,2.1,5.4,4.3,1.1,0.2,59,119,78.6
101573,136,6,83,64.0,1268,4.1,0.2,2.0,1.8,3.4,2.9,116,232,100.0
101574,152,26,113,91.2,1772,4.2,3.8,7.6,0.6,0.7,5.3,105,71,77.1
101575,75,9,94,58.0,1142,7.0,0.6,3.6,5.4,1.8,4.3,62,158,78.0
101576,169,33,3,54.8,1030,9.4,3.6,1.0,4.1,1.6,5.2,141,63,99.1
101577,8,35,117,69.4,1318,2.7,0.3,0.9,3.9,4.7,4.0,178,242,96.4
101578,39,24,37,37.0,692,4.4,3.3,5.2,0.4,2.1,0.3,89,167,92.3
101579,24,5,116,54.2,1074,8.0,0.6,3.5,4.9,,5.8,119,34,88.0
101580,4,23,62,39.4,742,6.1,0.2,0.8,3.4,3.0,5.5,150,119,100.0
101581,138,17,46,56.2,1090,1.1,2.9,5.9,5.1,0.7,0.8,151,201,55.2
101582,123,86,0,76.2,1352,6.3,1.1,6.4,5.8,4.7,0.7,174,176,72.1
101583,37,5,2,11.2,214,1.9,2.9,5.8,5.7,1.7,3.2,108,178,57.2
101584,71,28,100,71.0,1364,5.1,2.2,1.6,5.1,0.2,4.5,46,150,78.9
101585,132,24,85,74.8,1448,5.3,0.4,5.5,0.1,1.5,2.3,124,191,92.6
101586,175,54,61,91.8,1728,8.8,3.7,0.1,5.3,1.7,0.8,119,58,95.8
101587,89,80,63,91.0,1660,4.6,1.8,2.4,0.5,0.5,3.1,79,131,98.6
101588,145,45,16,62.4,1158,,2.9,3.2,5.1,3.1,2.0,55,236,76.6
101589,36,23,77,51.8,990,2.3,2.0,6.7,1.7,1.7,2.1,137,69,74.4
101590,59,74,104,97.8,1808,8.7,2.4,3.1,3.7,3.1,3.9,80,237,95.8
101591,175,25,61,74.4,1438,1.7,1.2,0.1,0.2,0.0,5.3,26,144,100.0
101592,27,27,34,35.2,650,4.3,0.8,2.8,4.6,4.9,3.4,177,47,89.1
101593,80,2,12,22.0,436,1.9,2.2,4.0,0.7,0.9,4.1,69,152,87.0
101594,113,74,34,80.6,1464,7.7,1.8,7.6,2.5,3.3,4.0,135,78,82.4
101595,39,37,42,46.8,862,4.7,,7.5,4.9,3.6,3.3,147,218,65.7
101596,44,60,1,45.2,784,3.5,2.7,1.4,4.2,0.9,1.9,24,94,83.1
101597,61,77,55,80.4,1454,3.6,2.8,1.5,0.0,0.6,2.3,89,232,100.0
101598,92,50,110,92.4,1748,8.5,0.2,1.3,2.4,0.8,1.9,51,193,100.0
101599,114,89,76,106.6,1954,5.5,1.4,6.3,0.3,1.2,5.5,98,249,87.9
101600,66,47,50,61.4,1134,7.2,1.6,0.0,4.0,0.8,5.0,134,99,96.8
101601,55,20,53,44.2,844,9.0,0.4,1.0,5.8,3.4,3.5,96,36,95.2
101602,39,53,15,45.6,806,9.0,0.9,4.3,3.9,2.1,5.5,93,90,87.6
101603,97,55,17,59.2,1074,3.3,0.2,2.0,1.3,2.7,5.3,76,221,100.0
101604,39,58,6,45.0,784,9.5,4.0,0.7,2.1,0.2,5.6,30,133,100.0
101605,90,71,44,78.2,1422,0.2,2.9,2.9,5.9,4.3,1.3,123,117,72.2
101606,32,50,35,50.4,908,3.8,0.3,2.2,1.3,0.9,4.3,149,231,95.0
101607,5,19,40,28.4,530,9.0,0.1,4.1,3.4,1.8,3.7,137,187,90.0
101608,146,85,93,117.4,2178,2.7,,7.8,2.4,0.4,4.4,139,46,63.4
101609,79,58,41,67.0,1224,2.7,1.8,1.0,4.6,0.7,1.6,68,201,80.5
101610,167,70,104,117.0,2200,3.0,3.1,3.0,5.2,3.3,4.2,57,229,77.9
101611,91,8,6,25.4,492,6.1,3.7,7.5,2.0,,2.5,35,105,82.7
101612,96,0,14,24.8,496,4.4,2.4,7.0,4.0,3.4,5.0,139,55,71.0
101613,58,28,59,52.0,984,,0.7,3.2,3.3,2.8,4.8,107,174,93.7
101614,58,62,39,64.4,1164,8.9,3.1,5.6,1.7,4.8,1.3,138,192,100.0
101615,47,71,82,84.8,1554,,3.8,0.7,1.6,2.5,1.1,97,203,100.0
101616,168,55,106,109.0,2070,2.0,2.3,5.7,3.2,2.2,4.3,46,137,71.8
101617,12,67,36,57.0,1006,9.3,2.7,7.8,0.9,1.2,3.3,93,162,86.5
101618,106,34,65,67.6,1284,2.6,1.3,4.3,4.9,0.5,3.3,142,74,65.0
101619,44,2,105,52.0,1036,1.5,,4.0,0.4,2.7,4.5,175,104,93.1
101620,88,6,111,65.6,1300,0.9,2.9,1.5,0.6,1.6,5.1,64,173,97.6
101621,180,26,54,73.2,1412,5.6,3.7,5.1,2.1,2.6,1.4,147,87,88.1
101622,169,0,76,64.2,1284,1.1,2.5,4.7,0.7,1.0,3.3,79,71,82.9
101623,99,90,103,115.0,2120,1.4,,5.2,2.9,4.2,5.0,145,123,80.1
101624,154,79,104,119.8,2238,3.0,0.7,0.2,2.4,5.0,5.2,54,217,100.0
101625,165,70,106,117.4,2208,2.8,0.8,4.4,4.3,1.6,1.7,60,213,71.3
101626,6,43,106,69.4,1302,6.0,2.1,4.8,5.7,4.2,0.6,152,163,76.9
101627,132,86,118,125.2,2332,8.2,0.7,1.7,4.5,4.4,1.4,24,49,100.0
101628,44,40,94,70.4,1328,7.6,2.5,1.7,1.1,5.0,5.7,169,241,100.0
101629,57,74,79,87.4,1600,2.6,1.2,2.2,5.6,1.7,2.8,53,53,73.5
101630,30,41,105,72.6,1370,2.5,3.2,5.7,2.4,3.8,2.5,164,120,81.6
101631,22,32,55,45.6,848,9.7,3.2,4.9,2.8,1.1,0.1,70,224,89.1
101632,169,49,43,80.4,1510,0.1,1.9,6.8,2.5,3.1,0.3,156,245,69.8
101633,137,62,56,87.0,1616,8.8,0.7,2.4,1.7,3.5,4.0,144,81,100.0
101634,159,36,5,55.4,1036,2.0,2.6,7.3,5.4,3.7,3.5,162,167,58.9
101635,106,58,91,92.4,1732,9.5,4.0,5.9,2.0,1.0,3.5,128,182,88.4
101636,180,80,31,96.4,1768,3.4,2.5,3.2,3.5,4.2,0.7,176,249,89.1
